MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
-0.12970915147463713,0.21052631578947367,-0.1377451051190741,-0.4624861826201408,0.8669529164962078,0.9303188320272096,-0.4089709762532975,0.38947368421052764
0.12087152585005502,1.0526315789473684,-0.5042248477876148,-0.08858033135386616,0.1515695544766116,-1.49842425088717,-0.12928759894458972,0.09210526315789705
0.2766856637849964,-1.3157894736842106,0.24621642340827674,-0.6960039014119727,-0.31073938315858907,-0.11247356054229625,0.10554089709762497,-0.518421052631579
-0.726634110968853,0.3684210526315789,-0.8519649139927333,-0.16592332997405126,0.24889079353189467,1.212137311323323,-0.4142480211081796,0.3684210526315807
0.003806977192127698,0.7368421052631579,0.5925011158590964,0.8883858827608632,-0.3692894434415235,-0.6566390641214851,0.6649076517150405,-0.3394736842105245
1.394486681244972,-0.47368421052631576,0.5997969523883984,-0.4372190453985069,1.0695149093664635,0.604241065662952,0.8337730870712413,-0.8815789473684202
-0.46526699826646556,-0.05263157894736842,-0.5958624903998331,0.2701046340416566,0.19082566575504678,0.7343192119664096,-0.05804749340369365,0.14210526315789648
2.013800292321463,0.42105263157894735,0.47602608662268936,-1.0368039758065881,-0.19855679530244677,-0.527739454354643,0.963060686015831,-1.057894736842105
-0.927180230911295,-1.263157894736842,-1.1593174514201015,-0.35744093972110413,-0.45229528801239416,-0.22254401527285134,-0.03430079155672704,0.16052631578947366
1.3056118922716096,-1.263157894736842,0.8307329115759978,-0.20031211779196306,2.67020762652948,0.6352624252946296,-0.06332453825857386,0.18947368421052616
0.3040596426426769,1.2105263157894737,0.30216734912494164,1.0704708140821504,-0.7415097576591704,1.0506731571882886,0.9129287598944595,-1.036842105263158
-0.5961998209814294,-0.21052631578947367,-1.4901250237467558,0.23382125530088266,0.4881487540514931,0.1813977995963331,-0.07651715039577815,0.04210526315789761
-0.3040143214856274,-0.8421052631578947,0.7087597077896047,1.7262917464001908,-0.5646821624364415,-0.47573881455215916,0.8443271767810036,-0.31842105263157755
-0.6565222810138341,0.3684210526315789,-1.7048179081448895,0.43239817568094874,1.42567153295368,2.49277236246049,0.8100263852242746,-0.886842105263156
-0.3323400446413396,0.8947368421052632,-0.33253903277656394,-0.31124066181361437,-0.6274907524730232,-0.49511334163742177,-0.02110817941952462,0.04473684210526364
-0.1718125063732876,0.3684210526315789,-0.11415756566001736,-0.5326093931739949,0.6038148937721745,0.8822049797879343,-0.09762532981530278,0.07368421052631614
-0.29612844015907724,1.2105263157894737,0.07339064625244042,-0.03983128780439087,0.0021875036611048652,-0.18616389164511868,0.6358839050131937,-0.826315789473685
0.3899885564078451,-0.47368421052631576,0.3916634683144055,0.0270489483400603,0.7329183984097791,0.09737677555441743,0.9947229551451198,-0.7447368421052633
0.3114469912416863,0.2631578947368421,-0.15274406232339152,-0.884993316296427,0.654671029134036,0.9012360785709808,0.015831134564644404,0.021052631578946934
-0.9575907272912676,-0.42105263157894735,-1.6615942738583211,-0.49315325450314174,0.12106678975015352,1.7538143277077674,-0.08707124010554047,0.060526315789474774
-0.612878006775513,0.10526315789473684,-0.2841872735521465,0.07918917006256715,-0.136173907143624,0.3566066891355076,-0.026385224274406715,0.30789473684210594
2.2645622542743515,0.3157894736842105,1.201610291703437,-0.3267471250674763,0.16222054477553385,-0.03990242336270349,0.7862796833773099,-0.9131578947368425
-0.3755764284662187,-0.3684210526315789,0.47006792745251885,1.7296916150243764,-0.1373921974483163,0.12827243617094586,1.2348284960422167,-1.2210526315789485
-0.8931893631244404,0.7368421052631579,-0.8641029310648618,-0.49746332463060194,-0.07553178927144483,0.7789805295019147,-0.07387862796833805,0.060526315789474774
-0.5835098970076704,-0.5789473684210527,0.9858764150672904,4.390275681174869,-1.9813365345046228,-0.6451590607205607,1.7493403693931409,-1.0
0.8480948118605466,1.2105263157894737,0.8479136002772886,0.2745450600606956,-0.6132642293111294,-0.5760823973653182,0.9577836411609507,-0.9921052631578944
-1.233007398678888,-0.7368421052631579,-0.11701661328813891,2.9956833504417966,-2.6587647599820095,0.8656364003094125,1.3773087071240107,-0.8052631578947343
-0.018989564803589456,0.8947368421052632,-1.0524933379429409,-0.6196012491885851,-0.31773773439088837,0.8520733056729114,-0.04749340369393133,0.06578947368421058
0.15110073760183101,-0.3684210526315789,-0.337123486244519,1.006491394776893,-0.46640623467265796,-0.08524425648251835,-0.12137203166226938,0.11578947368421376
